DATE,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed,HourlyDryBulbTemperature,HourlyStationPressure
2019-01-06T07:00:00,,,-0.02,76,30.16,,29.05,9.94,310,9,44,29.05
2019-01-06T07:52:00,0,,,80,30.18,FEW:02 200,29.07,10,310,8,43,29.07
2019-01-06T08:52:00,0,,,71,30.19,FEW:02 200,29.09,10,310,8,47,29.09
2019-01-06T09:52:00,0,,-0.05,57,30.21,FEW:02 200,29.11,10,320,8,53,29.11
2019-01-06T10:52:00,0,,,50,30.22,FEW:02 200,29.12,10,320,7,58,29.12
2019-01-06T11:52:00,0,,,44,30.2,FEW:02 200,29.1,10,320,8,62,29.1
2019-01-06T12:52:00,0,,0.04,40,30.16,FEW:02 250,29.07,10,300,9,65,29.07
2019-01-06T13:00:00,,,0.04,40,30.16,,29.06,9.94,300,9,65,29.06
2019-01-06T13:52:00,0,,,35,30.15,CLR:00,29.06,10,310,6,68,29.06
2019-01-06T14:52:00,0,,,33,30.14,FEW:02 250,29.05,10,0,0,69,29.05
2019-01-06T15:52:00,0,,0.01,33,30.15,FEW:02 250,29.06,10,310,8,68,29.06
2019-01-06T16:52:00,0,,,36,30.16,FEW:02 250,29.07,10,310,6,67,29.07
2019-01-06T17:52:00,0,,,38,30.16,FEW:02 150 FEW:02 200 CT:04 250,29.07,10,330,3,64,29.07
2019-01-06T18:52:00,0,,-0.02,40,30.18,FEW:02 200 CT:04 250,29.08,10,340,5,63,29.08
2019-01-06T19:00:00,,,-0.02,40,30.18,,29.07,9.94,340,5,63,29.07
2019-01-06T19:52:00,0,,,57,30.19,FEW:02 150 CT:04 200 CT:04 250,29.09,10,300,3,56,29.09
2019-01-06T20:52:00,0,,,55,30.2,FEW:02 1 FEW:02 150 CT:04 200,29.1,10,330,3,55,29.1
2019-01-06T21:52:00,0,,-0.03,59,30.21,FEW:02 150 FEW:02 250,29.11,10,300,3,54,29.11
2019-01-06T22:52:00,0,,,64,30.21,FEW:02 150 CT:04 250,29.11,10,250,3,51,29.11
2019-01-06T23:52:00,0,,,64,30.2,FEW:02 150 FEW:02 250,29.1,10,0,0,51,29.1
2019-01-06T23:59:00,,,,,,,,,,,,
2019-01-07T00:52:00,0,,0,71,30.2,FEW:02 150 CT:04 250,29.11,10,0,0,49,29.11
2019-01-07T01:00:00,,,0,71,30.2,,29.1,9.94,0,0,49,29.1
2019-01-07T01:52:00,0,,,71,30.21,FEW:02 150 BKN:07 250,29.12,10,0,0,48,29.12
2019-01-07T02:52:00,0,,,77,30.21,FEW:02 150 BKN:07 220,29.12,10,0,0,47,29.12
2019-01-07T03:52:00,0,,0.01,74,30.19,FEW:02 200 CT:04 250,29.1,10,0,0,48,29.1
2019-01-07T04:52:00,0,,,74,30.2,FEW:02 200 CT:04 250,29.1,10,0,0,47,29.1
2019-01-07T05:52:00,0,,,77,30.22,FEW:02 200 BKN:07 250,29.12,10,0,0,46,29.12
2019-01-07T06:52:00,0,,-0.02,80,30.22,FEW:02 200 CT:04 250,29.12,10,0,0,45,29.12
2019-01-07T07:00:00,,,-0.02,80,30.22,,29.11,9.94,0,0,45,29.11
2019-01-07T07:52:00,0,,,80,30.25,FEW:02 150 CT:04 200 CT:04 250,29.15,10,130,3,45,29.15
2019-01-07T08:52:00,0,,,74,30.27,FEW:02 150 CT:04 200 CT:04 250,29.16,10,100,5,50,29.16
2019-01-07T09:52:00,0,,-0.06,69,30.28,FEW:02 150 FEW:02 200 BKN:07 250,29.18,10,120,5,54,29.18
2019-01-07T10:52:00,0,,,58,30.28,FEW:02 150 CT:04 200 BKN:07 250,29.18,10,130,5,59,29.18
2019-01-07T11:52:00,0,,,46,30.24,FEW:02 150 CT:04 200 BKN:07 250,29.15,10,180,11,64,29.15
2019-01-07T12:52:00,0,,0.07,42,30.2,FEW:02 150 CT:04 200 BKN:07 250,29.11,10,190,11,66,29.11
2019-01-07T13:00:00,,,0.07,42,30.2,,29.1,9.94,190,11,66,29.1
2019-01-07T13:52:00,0,,,39,30.17,FEW:02 150 CT:04 200 BKN:07 250,29.08,10,170,8,67,29.08
2019-01-07T14:52:00,0,,,38,30.16,BKN:07 200 BKN:07 250,29.07,10,160,8,68,29.07
2019-01-07T15:52:00,0,,0.04,36,30.16,FEW:02 150 CT:04 200 BKN:07 250,29.07,10,180,9,68,29.07
2019-01-07T16:52:00,0,,,40,30.17,FEW:02 150 CT:04 200 BKN:07 250,29.08,10,180,11,66,29.08
2019-01-07T17:52:00,0,,,50,30.18,FEW:02 150 CT:04 250,29.08,10,160,5,62,29.08
2019-01-07T18:52:00,0,,0,53,30.17,FEW:02 200 BKN:07 250,29.07,10,160,7,60,29.07
2019-01-07T19:00:00,,,0,53,30.17,,29.06,9.94,160,7,60,29.06
2019-01-07T19:52:00,0,,,53,30.19,CT:04 200 BKN:07 250,29.09,10,170,6,60,29.09
2019-01-07T20:52:00,0,,,56,30.17,FEW:02 200 BKN:07 250,29.08,10,160,7,58,29.08
2019-01-07T21:52:00,0,,0.02,56,30.15,FEW:02 150 CT:04 200 BKN:07 250,29.05,10,160,9,58,29.05
2019-01-07T22:52:00,0,,,58,30.14,BKN:07 130 BKN:07 200 OVC:08 250,29.05,10,180,10,58,29.05
2019-01-07T23:52:00,0,,,65,30.16,FEW:02 130 BKN:07 200 BKN:07 250,29.06,10,200,3,56,29.06
2019-01-07T23:59:00,,,,,,,,,,,,
2019-01-08T00:52:00,0,,-0.01,67,30.15,CT:04 140 BKN:07 200 BKN:07 250,29.06,10,200,6,55,29.06
2019-01-08T01:00:00,,,0.01,67,30.15,,29.05,9.94,200,6,55,29.05
2019-01-08T01:52:00,0,,,69,30.16,CT:04 120 CT:04 200 OVC:08 250,29.07,10,220,5,54,29.07
2019-01-08T02:52:00,0,,,69,30.17,FEW:02 120 CT:04 200 OVC:08 250,29.08,10,230,5,54,29.08
2019-01-08T03:52:00,0,,-0.01,72,30.15,FEW:02 120 CT:04 200 OVC:08 250,29.06,10,210,5,53,29.06
2019-01-08T04:52:00,0,,,75,30.14,FEW:02 120 CT:04 200 OVC:08 250,29.05,10,220,3,52,29.05
2019-01-08T05:52:00,0,,,77,30.14,FEW:02 60 CT:04 200 BKN:07 250,29.04,10,200,6,51,29.04
2019-01-08T06:52:00,0,,0.01,80,30.14,FEW:02 60 CT:04 200 CT:04 250,29.05,10,230,5,50,29.05
2019-01-08T07:00:00,,,0.01,80,30.14,57,29.04,9.94,230,5,50,29.04
2019-01-08T07:22:00,,,,77,,BKN:07 26 BKN:07 250,29.05,10,210,5,51,29.05
2019-01-08T07:52:00,0,,,80,30.14,BKN:07 24 BKN:07 33 BKN:07 250,29.05,10,210,5,51,29.05
2019-01-08T08:16:00,,,,77,,CT:04 26 BKN:07 32 BKN:07 48,29.06,10,250,3,52,29.06
2019-01-08T08:52:00,0,,,77,30.16,FEW:02 26 CT:04 36 BKN:07 47,29.06,10,240,7,54,29.06
2019-01-08T09:52:00,T,-RA:02 |RA |RA,-0.02,81,30.16,FEW:02 30 BKN:07 40 OVC:08 50,29.07,7,240,8,56,29.07
2019-01-08T10:11:00,T,,,83,,BKN:07 20 BKN:07 30 OVC:08 40,29.07,10,240,10,57,29.07
2019-01-08T10:50:00,,,,82,,FEW:02 12 BKN:07 30 BKN:07 50,29.06,10,240,9,59,29.06
2019-01-08T10:52:00,T,,,81,30.16,FEW:02 12 BKN:07 30 BKN:07 50,29.07,10,240,8,59,29.07
2019-01-08T11:02:00,,,,78,,CT:04 12 BKN:07 18 BKN:07 40,29.06,10,250,11,60,29.06
2019-01-08T11:50:00,,,,77,,BKN:07 12 BKN:07 20 OVC:08 40,29.04,10,250,13,61,29.04
2019-01-08T11:52:00,0,,,75,30.13,BKN:07 12 BKN:07 20 OVC:08 40,29.03,10,270,8,61,29.03
2019-01-08T12:50:00,,,,77,,BKN:07 15 BKN:07 20 OVC:08 40,29.01,10,260,10,61,29.01
2019-01-08T12:52:00,0,,0.06,75,30.1,BKN:07 15 BKN:07 20 OVC:08 40,29.01,10,260,11,61,29.01
2019-01-08T13:00:00,,,0.06,75,30.1,15,29,9.94,260,11,61,29
2019-01-08T13:52:00,0,,,70,30.08,BKN:07 18 BKN:07 23 BKN:07 40,28.99,10,260,13,63,28.99
2019-01-08T14:50:00,,,,68,,FEW:02 20 CT:04 30 CT:04 40,28.99,10,250,9,64,28.99
2019-01-08T14:52:00,0,,,68,30.08,FEW:02 20 CT:04 30 CT:04 40,28.99,10,250,13,64,28.99
2019-01-08T15:52:00,0,,0.01,68,30.07,FEW:02 25 FEW:02 35 BKN:07 250,28.98,10,260,8,64,28.98
2019-01-08T16:52:00,0,,,63,30.07,FEW:02 40 CT:04 50 BKN:07 250,28.98,10,270,11,64,28.98
2019-01-08T17:52:00,0,,,65,30.08,FEW:02 40 BKN:07 250,28.98,10,270,11,62,28.98
2019-01-08T18:52:00,0,,-0.01,72,30.08,BKN:07 250,28.98,10,260,7,59,28.98
2019-01-08T19:00:00,,,-0.01,72,30.08,,28.97,9.94,260,7,59,28.97
2019-01-08T19:52:00,0,,,75,30.08,BKN:07 250,28.98,10,240,8,58,28.98
2019-01-08T20:52:00,0,,,74,30.07,BKN:07 250,28.97,10,250,8,57,28.97
2019-01-08T21:52:00,0,,0.01,77,30.07,BKN:07 250,28.97,10,260,9,56,28.97
2019-01-08T22:52:00,0,,,72,30.06,BKN:07 250,28.97,10,270,11,57,28.97
2019-01-08T23:52:00,0,,,72,30.07,CT:04 250,28.98,10,290,15,56,28.98
2019-01-08T23:59:00,,,,,,,,,,,,
2019-01-09T00:52:00,0,,-0.01,49,30.08,CT:04 250,28.99,10,310,20,54,28.99
2019-01-09T01:00:00,,,-0.01,49,30.08,,28.98,9.94,310,20,54,28.98
2019-01-09T01:52:00,0,,,45,30.11,FEW:02 250,29.01,10,330,18,52,29.01
2019-01-09T02:52:00,0,,,48,30.12,FEW:02 250,29.03,10,320,20,49,29.03
2019-01-09T03:52:00,0,,-0.04,42,30.13,FEW:02 250,29.03,10,330,17,47,29.03
2019-01-09T04:52:00,0,,,46,30.13,FEW:02 250,29.03,10,320,17,45,29.03
2019-01-09T05:52:00,0,,,47,30.14,CLR:00,29.04,10,320,11,44,29.04
2019-01-09T06:52:00,0,,-0.01,49,30.15,CLR:00,29.05,10,330,18,43,29.05
2019-01-09T07:00:00,,,-0.01,49,30.15,,29.04,9.94,330,18,43,29.04
2019-01-09T07:52:00,0,,,53,30.16,CLR:00,29.06,10,310,11,42,29.06
2019-01-09T08:52:00,0,,,51,30.18,CLR:00,29.08,10,310,13,43,29.08
2019-01-09T09:52:00,0,,-0.04,46,30.19,CLR:00,29.09,10,320,13,45,29.09
2019-01-09T10:52:00,0,,,37,30.19,CLR:00,29.09,10,310,22,47,29.09
2019-01-09T11:52:00,0,,,33,30.16,CLR:00,29.06,10,320,21,49,29.06
2019-01-09T12:52:00,0,,0.06,29,30.13,CLR:00,29.03,10,320,21,50,29.03
2019-01-09T13:00:00,,,0.06,29,30.13,,29.02,9.94,320,21,50,29.02
2019-01-09T13:52:00,0,,,28,30.11,CLR:00,29.01,10,330,20,51,29.01
2019-01-09T14:52:00,0,,,28,30.11,CLR:00,29,10,320,20,52,29
2019-01-09T15:52:00,0,,0.03,32,30.11,CLR:00,29,10,280,17,51,29
2019-01-09T16:52:00,0,,,32,30.12,CLR:00,29.01,10,300,21,50,29.01
2019-01-09T17:52:00,0,,,34,30.12,CLR:00,29.01,10,310,18,47,29.01
2019-01-09T18:52:00,0,,-0.01,42,30.12,CLR:00,29.01,10,300,15,45,29.01
2019-01-09T19:00:00,,,0.01,42,30.12,,29,9.94,300,15,45,29
2019-01-09T19:52:00,0,,,43,30.12,CLR:00,29,10,300,17,44,29
2019-01-09T20:52:00,0,,,42,30.12,CLR:00,29.01,10,320,16,43,29.01
2019-01-09T21:52:00,0,,0.01,41,30.12,CLR:00,29.01,10,320,16,42,29.01
2019-01-09T22:52:00,0,,,43,30.13,CLR:00,29.01,10,320,17,40,29.01
2019-01-09T23:52:00,0,,,43,30.12,FEW:02 250,29.01,10,330,20,39,29.01
2019-01-09T23:59:00,,,,,,,,,,,,
2019-01-10T00:52:00,0,,0,44,30.12,FEW:02 250,29.01,10,330,15,38,29.01
2019-01-10T01:00:00,,,0,44,30.12,,29,9.94,330,15,38,29
2019-01-10T01:52:00,0,,,50,30.14,CLR:00,29.03,10,320,13,36,29.03
2019-01-10T02:52:00,0,,,52,30.15,FEW:02 250,29.04,10,320,16,35,29.04
2019-01-10T03:52:00,0,,-0.03,54,30.15,CT:04 250,29.04,10,320,14,34,29.04
2019-01-10T04:52:00,0,,,56,30.16,FEW:02 250,29.04,10,320,15,32,29.04
2019-01-10T05:52:00,0,,,59,30.16,FEW:02 250,29.04,10,320,14,31,29.04
2019-01-10T06:52:00,0,,-0.02,58,30.17,FEW:02 200 CT:04 250,29.06,10,320,11,30,29.06
2019-01-10T07:00:00,,,-0.02,58,30.17,,29.05,9.94,320,11,30,29.05
2019-01-10T07:52:00,0,,,58,30.19,CT:04 200 BKN:07 250,29.07,10,320,15,30,29.07
2019-01-10T08:52:00,0,,,59,30.21,BKN:07 200 BKN:07 250,29.09,10,320,14,31,29.09
2019-01-10T09:52:00,0,,-0.05,56,30.23,FEW:02 150 BKN:07 250 BKN:07 300,29.11,10,330,17,32,29.11
2019-01-10T10:52:00,0,,,52,30.24,BKN:07 250,29.12,10,340,15,34,29.12
2019-01-10T11:52:00,0,,,52,30.23,BKN:07 250,29.11,10,300,14,37,29.11
2019-01-10T12:52:00,0,,0.02,47,30.2,FEW:02 150 FEW:02 250 BKN:07 300,29.08,10,310,18,40,29.08
2019-01-10T13:00:00,,,0.02,47,30.2,,29.07,9.94,310,18,40,29.07
2019-01-10T13:52:00,0,,,41,30.18,FEW:02 250,29.06,10,340,13,44,29.06
2019-01-10T14:52:00,0,,,40,30.18,FEW:02 250,29.06,10,320,14,44,29.06
2019-01-10T15:52:00,0,,0.01,37,30.18,FEW:02 250,29.06,10,330,14,45,29.06
2019-01-10T16:52:00,0,,,37,30.19,FEW:02 250,29.07,10,340,14,45,29.07
2019-01-10T17:52:00,0,,,41,30.2,FEW:02 250,29.08,10,330,13,42,29.08
2019-01-10T18:52:00,0,,-0.01,45,30.21,FEW:02 250,29.08,10,320,11,40,29.08
2019-01-10T19:00:00,,,-0.01,45,30.21,,29.07,9.94,320,11,40,29.07
2019-01-10T19:52:00,0,,,51,30.21,FEW:02 250,29.08,10,330,11,38,29.08
2019-01-10T20:52:00,0,,,50,30.2,FEW:02 250,29.08,10,320,13,37,29.08
2019-01-10T21:52:00,0,,0.01,50,30.2,FEW:02 250,29.08,10,330,10,36,29.08
2019-01-10T22:52:00,0,,,52,30.21,FEW:02 250,29.08,10,340,6,35,29.08
2019-01-10T23:52:00,0,,,56,30.21,FEW:02 250,29.09,10,310,6,34,29.09
2019-01-10T23:59:00,,,,,,,,,,,,
2019-01-11T00:52:00,0,,-0.01,56,30.21,FEW:02 250,29.08,10,330,6,33,29.08
2019-01-11T01:00:00,,,0.01,56,30.21,,29.07,9.94,330,6,33,29.07
2019-01-11T01:52:00,0,,,61,30.23,FEW:02 250,29.11,10,320,8,32,29.11
2019-01-11T02:52:00,0,,,59,30.24,FEW:02 250,29.12,10,330,7,32,29.12
2019-01-11T03:52:00,0,,-0.04,61,30.25,CLR:00,29.13,10,330,7,31,29.13
2019-01-11T04:52:00,0,,,64,30.25,CLR:00,29.13,10,330,6,30,29.13
2019-01-11T05:52:00,0,,,64,30.27,CLR:00,29.15,10,20,7,31,29.15
2019-01-11T06:52:00,0,,-0.03,64,30.28,FEW:02 250,29.15,10,30,5,31,29.15
2019-01-11T07:00:00,,,-0.03,64,30.28,,29.14,9.94,30,5,31,29.14
2019-01-11T07:52:00,0,,,61,30.29,FEW:02 250,29.15,10,80,8,33,29.15
2019-01-11T08:52:00,0,,,57,30.3,FEW:02 250,29.18,10,90,9,35,29.18
2019-01-11T09:52:00,0,,-0.06,45,30.33,FEW:02 250,29.21,10,100,9,39,29.21
2019-01-11T10:52:00,0,,,40,30.34,FEW:02 250,29.21,10,VRB,6,44,29.21
2019-01-11T11:52:00,0,,,37,30.32,FEW:02 100 FEW:02 250,29.21,10,150,7,47,29.21
2019-01-11T12:52:00,0,,0.05,35,30.28,FEW:02 100 FEW:02 250,29.15,10,130,8,50,29.15
2019-01-11T13:00:00,,,0.05,35,30.28,,29.15,9.94,130,8,50,29.15
2019-01-11T13:52:00,0,,,32,30.26,FEW:02 150 FEW:02 200 CT:04 300,29.15,10,140,7,52,29.15
2019-01-11T14:52:00,0,,,30,30.23,FEW:02 200 CT:04 300,29.12,10,130,7,54,29.12
2019-01-11T15:52:00,0,,0.04,30,30.24,FEW:02 250 CT:04 300,29.12,10,110,6,54,29.12
2019-01-11T16:52:00,0,,,31,30.24,FEW:02 180 FEW:02 250 CT:04 300,29.13,10,150,5,53,29.13
2019-01-11T17:52:00,0,,,39,30.24,FEW:02 150 CT:04 250,29.13,10,140,6,49,29.13
2019-01-11T18:52:00,0,,-0.01,39,30.25,FEW:02 110 CT:04 250,29.14,10,110,7,48,29.14
2019-01-11T19:00:00,,,-0.01,39,30.25,,29.13,9.94,110,7,48,29.13
2019-01-11T19:52:00,0,,,42,30.27,FEW:02 110 BKN:07 250,29.15,10,110,7,47,29.15
2019-01-11T20:52:00,0,,,42,30.28,FEW:02 110 BKN:07 250,29.15,10,110,8,46,29.15
2019-01-11T21:52:00,0,,-0.04,44,30.29,BKN:07 250,29.16,10,120,7,45,29.16
2019-01-11T22:52:00,0,,,49,30.29,FEW:02 100 BKN:07 250,29.18,10,120,7,43,29.18
2019-01-11T23:52:00,0,,,45,30.3,FEW:02 100 CT:04 140 BKN:07 250,29.18,10,110,8,43,29.18
2019-01-11T23:59:00,,,,,,,,,,,,
2019-01-12T00:52:00,0,,0,47,30.29,FEW:02 100 BKN:07 140 BKN:07 250,29.18,10,120,11,42,29.18
2019-01-12T01:00:00,,,0,47,30.29,,29.17,9.94,120,11,42,29.17
2019-01-12T01:52:00,0,,,47,30.3,BKN:07 36 OVC:08 140,29.18,10,100,7,42,29.18
2019-01-12T02:52:00,0,,,45,30.3,OVC:08 35,29.19,10,100,9,42,29.19
2019-01-12T03:52:00,0,,-0.01,45,30.3,OVC:08 37,29.18,10,110,9,42,29.18
2019-01-12T04:52:00,0,,,49,30.29,BKN:07 35 OVC:08 45,29.18,10,100,14,41,29.18
2019-01-12T05:35:00,,,,47,,BKN:07 29 BKN:07 35 OVC:08 47,29.18,10,100,11,41,29.18
2019-01-12T05:52:00,0,,,47,30.3,BKN:07 24 OVC:08 35,29.18,10,100,14,41,29.18
2019-01-12T06:52:00,0,,0,45,30.31,OVC:08 25,29.19,10,110,15,41,29.19
2019-01-12T07:00:00,,,0,45,30.31,26,29.19,9.94,110,15,41,29.19
2019-01-12T07:52:00,0,,,47,30.31,OVC:08 27,29.19,10,100,14,41,29.19
2019-01-12T08:50:00,,,,49,,BKN:07 30 BKN:07 100 OVC:08 200,29.19,10,90,15,41,29.19
2019-01-12T08:52:00,0,,,49,30.32,BKN:07 30 BKN:07 100 OVC:08 200,29.19,10,90,14,41,29.19
2019-01-12T09:52:00,0,,-0.03,49,30.35,BKN:07 30 OVC:08 40,29.22,10,70,17,41,29.22
2019-01-12T10:52:00,T,-RA:02 |RA |RA,,55,30.33,FEW:02 26 BKN:07 35 OVC:08 50,29.21,9,90,15,41,29.21
2019-01-12T11:52:00,T,,,58,30.32,FEW:02 23 BKN:07 33 OVC:08 50,29.19,10,100,14,42,29.19
2019-01-12T12:21:00,,,,58,,BKN:07 22 OVC:08 31,29.18,10,100,14,42,29.18
2019-01-12T12:50:00,,,,57,,FEW:02 20 BKN:07 31 OVC:08 60,29.16,10,100,10,43,29.16
2019-01-12T12:52:00,0,,0.06,58,30.28,FEW:02 20 BKN:07 31 OVC:08 60,29.16,10,90,16,43,29.16
2019-01-12T13:00:00,,,0.06,58,30.28,26,29.16,9.94,90,16,43,29.16
2019-01-12T13:52:00,0,,,60,30.25,FEW:02 22 BKN:07 30 OVC:08 60,29.13,10,90,13,43,29.13
2019-01-12T14:00:00,,,,60,,FEW:02 22 BKN:07 28 OVC:08 55,29.13,10,90,14,43,29.13
2019-01-12T14:50:00,,,,61,,BKN:07 30 BKN:07 65 OVC:08 120,29.1,10,90,17,43,29.1
2019-01-12T14:52:00,T,,,60,30.21,BKN:07 30 BKN:07 65 OVC:08 120,29.1,10,100,14,43,29.1
2019-01-12T15:07:00,,,,60,,BKN:07 28 BKN:07 70 OVC:08 120,29.09,10,100,10,43,29.09
2019-01-12T15:52:00,0,,0.07,60,30.21,CT:04 20 OVC:08 26,29.09,10,110,10,44,29.09
2019-01-12T16:52:00,T,-RA:02 |RA |RA,,62,30.2,OVC:08 21,29.08,10,100,13,42,29.08
2019-01-12T17:52:00,0.01,-RA:02 |RA |RA,,65,30.21,OVC:08 20,29.09,9,90,11,42,29.09
2019-01-12T18:52:00,0.02,-RA:02 |RA |RA,0.02,82,30.19,OVC:08 19,29.07,7,100,13,39,29.07
2019-01-12T19:00:00,,||RA,0.02,82,30.19,15,29.06,6.84,100,13,39,29.06
2019-01-12T19:52:00,0.02,-RA:02 |RA |RA,,86,30.18,OVC:08 18,29.06,7,90,17,38,29.06
2019-01-12T20:52:00,0.05,-RA:02 BR:1 |RA |RA,,86,30.16,OVC:08 15,29.04,6,100,16,38,29.04
2019-01-12T21:11:00,0.03,RA:02 BR:1 |RA |RA,,89,,OVC:08 13,29.04,4,100,11,37,29.04
2019-01-12T21:13:00,0.04,RA:02 BR:1 |RA |RA,,89,,CT:04 7 OVC:08 12,29.04,3,100,11,37,29.04
2019-01-12T21:47:00,0.11,RA:02 BR:1 |RA |RA,,93,,BKN:07 7 OVC:08 12,29.04,3,90,14,37,29.04
2019-01-12T21:52:00,0.11,-RA:02 BR:1 |RA |RA,0.04,89,30.15,BKN:07 7 OVC:08 10,29.04,4,100,11,38,29.04
2019-01-12T22:39:00,0.06,RA:02 BR:1 |RA |RA,,89,,OVC:08 5,29.02,2.5,100,11,38,29.02
2019-01-12T22:49:00,0.07,-RA:02 BR:1 |RA |RA,,93,,OVC:08 5,29.02,4,100,10,37,29.02
2019-01-12T22:52:00,0.08,-RA:02 BR:1 |RA |RA,,93,30.14,OVC:08 5,29.02,4,100,13,38,29.02
2019-01-12T23:06:00,0.03,-RA:02 BR:1 |RA |RA,,93,,BKN:07 4 OVC:08 8,29.01,3,100,11,38,29.01
2019-01-12T23:52:00,0.06,-RA:02 BR:1 |RA |RA,,93,30.14,BKN:07 4 OVC:08 8,29.02,5,60,11,38,29.02
2019-01-12T23:59:00,,,,,,,,,,,,
2019-01-13T00:04:00,0.08,+RA:02 BR:1 |RA |RA,,93,,OVC:08 4,29.01,1.75,20,11,38,29.01
2019-01-13T00:07:00,0.09,+RA:02 BR:1 |RA |RA,,93,,OVC:08 5,29.01,2,20,11,38,29.01
2019-01-13T00:28:00,0.16,-RA:02 BR:1 |RA |RA,,93,,OVC:08 5,29.02,4,30,7,38,29.02
2019-01-13T00:52:00,0.18,-RA:02 BR:1 |RA |RA,-0.01,93,30.14,OVC:08 6,29.02,4,10,9,38,29.02
2019-01-13T01:00:00,,||RA,-0.01,93,30.14,5,29.01,3.73,10,9,38,29.01
2019-01-13T01:52:00,0.07,-RA:02 BR:1 |RA |RA,,89,30.14,BKN:07 6 OVC:08 18,29.02,3,60,13,38,29.02
2019-01-13T02:01:00,0.02,-RA:02 BR:1 |RA |RA,,93,,BKN:07 5 BKN:07 18 OVC:08 34,29.02,2.5,80,15,37,29.02
2019-01-13T02:17:00,0.03,-RA:02 BR:1 |RA |RA,,93,,BKN:07 5 OVC:08 18,29.02,3,70,13,37,29.02
2019-01-13T02:52:00,0.02,-DZ:01 BR:1 |DZ |DZ,,93,30.12,BKN:07 5 OVC:08 18,29.01,6,70,13,37,29.01
2019-01-13T03:52:00,T,BR:1 ||,0.01,89,30.13,OVC:08 5,29.02,6,80,14,37,29.02
2019-01-13T04:52:00,0,BR:1 ||,,89,30.12,OVC:08 5,29,6,70,14,36,29
2019-01-13T05:52:00,0,BR:1 ||,,89,30.13,OVC:08 5,29.01,6,70,11,36,29.01
2019-01-13T06:01:00,T,-DZ:01 BR:1 |DZ |DZ,,89,,OVC:08 4,29.02,6,70,11,36,29.02
2019-01-13T06:52:00,T,-DZ:01 BR:1 |DZ |DZ,0,89,30.14,OVC:08 4,29.02,4,80,13,36,29.02
2019-01-13T07:00:00,,||DZ,,89,30.14,5,29.01,3.73,80,13,36,29.01
2019-01-13T07:16:00,T,-DZ:01 BR:1 |DZ |DZ,,89,,OVC:08 3,29.01,1,80,11,36,29.01
2019-01-13T07:52:00,T,-DZ:01 BR:1 |DZ |DZ,,96,30.14,OVC:08 3,29.02,1,90,7,35,29.02
2019-01-13T07:55:00,T,-DZ:01 BR:1 | DZ  |DZ ,,96,,OVC:08 3,29.02,0.5,90,8,35,29.02
2019-01-13T08:52:00,T,BR:1 | |,,93,30.16,OVC:08 2,29.03,0.5,90,6,36,29.03
2019-01-13T09:52:00,0,BR:1 | |,-0.03,97,30.17,OVC:08 3,29.05,0.5,100,7,36,29.05
2019-01-13T10:52:00,0,BR:1 | |,,96,30.18,OVC:08 2,29.06,0.5,190,3,37,29.06
2019-01-13T11:52:00,0,BR:1 | |,,93,30.17,OVC:08 2,29.05,0.25,260,3,39,29.05
2019-01-13T12:50:00,,BR:1 | |,,93,,OVC:08 3,29.03,0.5,270,5,39,29.03
2019-01-13T12:52:00,0,BR:1 | |,0.01,93,30.15,OVC:08 3,29.03,0.5,270,5,40,29.03
2019-01-13T13:00:00,,,0.01,93,30.15,2,29.02,0.5,270,5,40,29.02
2019-01-13T13:42:00,,,,86,,OVC:08 5,29.02,3,240,6,43,29.02
2019-01-13T13:52:00,0,,,83,30.14,OVC:08 6,29.02,3,280,6,44,29.02
2019-01-13T14:29:00,,,,79,,BKN:07 10 BKN:07 18 OVC:08 33,29.02,3,280,6,46,29.02
2019-01-13T14:52:00,0,,,80,30.13,BKN:07 12 OVC:08 33,29.02,7,270,5,47,29.02
2019-01-13T15:30:00,,,,77,,CT:04 14 OVC:08 33,29.02,8,270,8,48,29.02
2019-01-13T15:42:00,,,,80,,CT:04 14 BKN:07 26 OVC:08 34,29.02,10,260,7,47,29.02
2019-01-13T15:52:00,0,,0.01,77,30.14,FEW:02 14 BKN:07 24 OVC:08 31,29.02,10,270,8,48,29.02
2019-01-13T16:27:00,,,,77,,FEW:02 17 CT:04 24 OVC:08 36,29.02,10,270,5,48,29.02
2019-01-13T16:52:00,0,,,77,30.14,FEW:02 18 CT:04 26 OVC:08 36,29.03,10,280,5,48,29.03
2019-01-13T17:19:00,,,,80,,BKN:07 18 OVC:08 23,29.03,10,270,7,48,29.03
2019-01-13T17:52:00,0,,,83,30.16,BKN:07 19 OVC:08 27,29.04,10,280,6,47,29.04
2019-01-13T18:52:00,0,,-0.04,83,30.18,FEW:02 11 BKN:07 17 OVC:08 25,29.07,10,320,6,47,29.07
2019-01-13T19:00:00,,,-0.04,83,30.18,15,29.06,9.94,320,6,47,29.06
2019-01-13T19:33:00,,,,83,,CT:04 17 CT:04 22 BKN:07 42,29.08,10,310,7,47,29.08
2019-01-13T19:52:00,0,,,80,30.2,CT:04 17 CT:04 22 BKN:07 45,29.08,10,310,6,47,29.08
2019-01-13T20:33:00,,,,80,,BKN:07 26 OVC:08 45,29.09,10,320,10,47,29.09
