DATE,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed,HourlyDryBulbTemperature,HourlyStationPressure
2019-06-18T17:52:00,0.01,|RA |RA,,88,29.94,FEW:02 10 CT:04 30 BKN:07 70,28.87,9,200,11,74,28.87
2019-06-18T18:52:00,0.06,|RA |RA,0,87,29.93,FEW:02 10 CT:04 70 BKN:07 120,28.87,10,240,3,73,28.87
2019-06-18T19:00:00,,||RA,0,87,29.93,15,28.86,9.94,240,3,73,28.86
2019-06-18T19:50:00,,,,89,,CT:04 7 BKN:07 100 BKN:07 150,28.85,10,180,5,73,28.85
2019-06-18T19:52:00,T,|RA |RA,,90,29.92,CT:04 8 BKN:07 100 BKN:07 150,28.85,10,170,3,73,28.85
2019-06-18T20:52:00,0.01,|RA |RA,,87,29.92,CT:04 5 BKN:07 50 BKN:07 100,28.85,8,170,3,73,28.85
2019-06-18T21:52:00,T,,0,91,29.93,CT:04 6 BKN:07 110 BKN:07 150,28.87,10,190,3,72,28.87
2019-06-18T22:52:00,0,,,91,29.92,FEW:02 5 CT:04 150 BKN:07 200,28.85,10,170,5,72,28.85
2019-06-18T23:52:00,0,,,90,29.92,FEW:02 4 CT:04 150 BKN:07 200,28.85,10,190,6,71,28.85
2019-06-18T23:59:00,,,,,,,,,,,,
2019-06-19T00:02:00,,,,94,,FEW:02 3 BKN:07 10 BKN:07 200,28.87,10,200,7,71,28.87
2019-06-19T00:13:00,,,,90,,FEW:02 3 BKN:07 8 BKN:07 12,28.85,9,220,10,71,28.85
2019-06-19T00:34:00,,,,90,,FEW:02 3 CT:04 8 OVC:08 16,28.85,9,220,8,71,28.85
2019-06-19T00:52:00,0,,0.01,90,29.92,FEW:02 5 OVC:08 16,28.85,10,210,8,71,28.85
2019-06-19T01:00:00,,,0.01,90,29.92,5,28.85,9.94,210,8,71,28.85
2019-06-19T01:02:00,,,,90,,FEW:02 6 BKN:07 14 OVC:08 21,28.85,10,210,9,71,28.85
2019-06-19T01:22:00,,,,90,,FEW:02 7 CT:04 14 OVC:08 21,28.84,10,200,7,71,28.84
2019-06-19T01:50:00,,,,88,,CT:04 7 BKN:07 14 OVC:08 22,28.84,10,220,7,72,28.84
2019-06-19T01:52:00,0,,,90,29.89,CT:04 7 BKN:07 14 OVC:08 22,28.84,10,220,8,71,28.84
2019-06-19T02:36:00,,,,90,,BKN:07 7 BKN:07 15 OVC:08 22,28.82,10,210,7,71,28.82
2019-06-19T02:52:00,0,,,94,29.88,OVC:08 7,28.82,8,220,8,71,28.82
2019-06-19T03:52:00,0,,0.04,91,29.89,OVC:08 6,28.82,7,230,8,72,28.82
2019-06-19T04:52:00,0,,,91,29.88,BKN:07 8 BKN:07 15 OVC:08 33,28.82,8,230,8,72,28.82
2019-06-19T05:20:00,,,,87,,BKN:07 10 BKN:07 18 OVC:08 34,28.82,9,220,7,73,28.82
2019-06-19T05:52:00,0,,,87,29.89,BKN:07 11 BKN:07 34 BKN:07 100,28.82,9,240,8,73,28.82
2019-06-19T06:48:00,,,,89,,CT:04 12 CT:04 24 BKN:07 100,28.82,9,220,7,73,28.82
2019-06-19T06:52:00,0,,0,88,29.88,CT:04 12 CT:04 24 BKN:07 100,28.82,9,230,7,74,28.82
2019-06-19T07:00:00,,,0,88,29.88,15,28.81,8.7,230,7,74,28.81
2019-06-19T07:08:00,,,,85,,BKN:07 12 BKN:07 26 BKN:07 100,28.82,9,230,7,74,28.82
2019-06-19T07:44:00,,,,82,,BKN:07 15 OVC:08 26,28.82,9,250,8,75,28.82
2019-06-19T07:52:00,0,,,82,29.89,BKN:07 15 OVC:08 26,28.82,9,240,7,75,28.82
2019-06-19T08:11:00,,,,82,,BKN:07 13 BKN:07 20 BKN:07 30,28.84,10,260,8,75,28.84
2019-06-19T08:50:00,,,,79,,BKN:07 15 BKN:07 20 BKN:07 30,28.84,10,260,13,77,28.84
2019-06-19T08:52:00,0,,,77,29.9,BKN:07 15 BKN:07 20 BKN:07 30,28.84,10,250,10,77,28.84
2019-06-19T09:17:00,,,,72,,FEW:02 20 CT:04 30 CT:04 250,28.82,10,220,8,79,28.82
2019-06-19T09:50:00,,,,74,,BKN:07 20 BKN:07 30 BKN:07 250,28.82,10,210,9,79,28.82
2019-06-19T09:52:00,0,,-0.01,71,29.89,BKN:07 20 BKN:07 30 BKN:07 250,28.82,10,230,9,80,28.82
2019-06-19T10:19:00,,,,69,,CT:04 20 BKN:07 30 BKN:07 250,28.82,10,240,9,80,28.82
2019-06-19T10:50:00,,,,70,,BKN:07 25 BKN:07 30 BKN:07 250,28.82,10,250,8,81,28.82
2019-06-19T10:52:00,0,,,67,29.88,BKN:07 25 BKN:07 30 BKN:07 250,28.82,10,VRB,8,82,28.82
2019-06-19T10:59:00,,,,67,,CT:04 25 BKN:07 30 BKN:07 250,28.82,10,240,10,81,28.82
2019-06-19T11:52:00,0,,,63,29.86,FEW:02 30 CT:04 60 CT:04 250,28.81,10,280,13,84,28.81
2019-06-19T12:18:00,T,VCT:7 -RA:02 |RA |RA,,71,,BKN:07 30 BKN:07 60 BKN:07 250,28.81,9,280,25,80,28.81
2019-06-19T12:23:00,0.01,T:7 +RA:02 |RA T T |RA,,74,,BKN:07 30 BKN:07 50 OVC:08 70,28.82,3,290,16,76,28.82
2019-06-19T12:28:00,0.11,|T |RA,,79,,CT:04 30 BKN:07 40,28.82,6,320,9,74,28.82
2019-06-19T12:36:00,0.13,|T |RA,,77,,FEW:02 30 CT:04 50,28.81,9,340,8,77,28.81
2019-06-19T12:50:00,,,,74,,FEW:02 30 FEW:02 50 CT:04 70,28.8,10,310,7,79,28.8
2019-06-19T12:52:00,0.13,,0.03,70,29.86,FEW:02 30 FEW:02 50 CT:04 70,28.8,10,300,7,81,28.8
2019-06-19T13:00:00,,,0.03,71,29.86,26,28.79,9.94,300,7,80,28.79
2019-06-19T13:52:00,0,,,67,29.83,FEW:02 30 BKN:07 50 BKN:07 250,28.77,10,310,8,84,28.77
2019-06-19T14:52:00,0,,,59,29.8,FEW:02 30 CT:04 50 CT:04 250,28.75,10,VRB,7,87,28.75
2019-06-19T15:52:00,0,,0.05,59,29.8,CT:04 40 BKN:07 50 BKN:07 250,28.74,10,240,9,86,28.74
2019-06-19T16:52:00,T,|RA |RA,,69,29.81,CT:04 35 BKN:07 60,28.75,5,320,20,79,28.75
2019-06-19T16:59:00,T,|RA |RA,,76,,FEW:02 30 CT:04 60,28.74,10,290,7,78,28.74
2019-06-19T17:52:00,0.04,,,65,29.79,FEW:02 30 CT:04 200 BKN:07 250,28.73,10,230,11,83,28.73
2019-06-19T18:52:00,0,,0,67,29.8,FEW:02 30 CT:04 150 BKN:07 250,28.74,10,230,11,81,28.74
2019-06-19T19:00:00,,,0,67,29.8,26,28.73,9.94,230,11,81,28.73
2019-06-19T19:52:00,0,,,69,29.8,FEW:02 150 CT:04 250,28.74,10,220,8,80,28.74
2019-06-19T20:52:00,0,,,76,29.79,FEW:02 150 FEW:02 250,28.74,10,210,6,78,28.74
2019-06-19T21:52:00,0,,-0.01,82,29.81,FEW:02 250,28.75,10,220,7,76,28.75
2019-06-19T22:52:00,0,,,82,29.8,CT:04 250,28.74,10,220,8,76,28.74
2019-06-19T23:52:00,0,,,88,29.8,CT:04 250,28.74,10,230,9,75,28.74
2019-06-19T23:59:00,,,,,,,,,,,,
2019-06-20T00:52:00,0,,-0.01,88,29.81,FEW:02 180 CT:04 250,28.76,10,220,6,75,28.76
2019-06-20T01:00:00,,,-0.01,88,29.81,,28.75,9.94,220,6,75,28.75
2019-06-20T01:52:00,0,,,91,29.8,FEW:02 200 CT:04 250 BKN:07 300,28.74,10,230,5,74,28.74
2019-06-20T02:52:00,0,,,88,29.78,CT:04 200 BKN:07 250 OVC:08 300,28.73,10,220,8,75,28.73
2019-06-20T03:52:00,0,,0.01,85,29.8,FEW:02 12 CT:04 200 BKN:07 250,28.75,10,240,11,76,28.75
2019-06-20T04:52:00,0,,,88,29.83,FEW:02 10 BKN:07 200 BKN:07 250,28.77,10,240,11,75,28.77
2019-06-20T05:49:00,,,,89,,CT:04 11 BKN:07 24 BKN:07 50,28.79,9,230,13,75,28.79
2019-06-20T05:52:00,0,,,88,29.85,CT:04 10 BKN:07 22 BKN:07 50,28.79,9,250,13,75,28.79
2019-06-20T06:14:00,,,,82,,FEW:02 14 CT:04 26 BKN:07 65,28.78,8,260,8,76,28.78
2019-06-20T06:52:00,0,,-0.01,84,29.82,FEW:02 70 CT:04 120 BKN:07 180,28.76,9,210,8,75,28.76
2019-06-20T07:00:00,,,0.01,84,29.82,74,28.75,8.7,210,8,75,28.75
2019-06-20T07:52:00,0,,,79,29.84,FEW:02 34 FEW:02 120 CT:04 180,28.79,10,220,10,77,28.79
2019-06-20T08:52:00,0,,,65,29.85,FEW:02 30 FEW:02 120 FEW:02 150,28.8,10,260,13,81,28.8
2019-06-20T09:52:00,T,|RA |RA,-0.04,69,29.86,FEW:02 30 CT:04 50 BKN:07 70,28.81,10,260,16,78,28.81
2019-06-20T10:52:00,T,,,67,29.85,FEW:02 30 FEW:02 50 CT:04 70,28.8,10,240,13,80,28.8
2019-06-20T11:52:00,0,,,67,29.85,FEW:02 30 CT:04 70 BKN:07 120,28.8,10,220,13,81,28.8
2019-06-20T12:52:00,0,,0.01,61,29.85,BKN:07 35 BKN:07 120 BKN:07 250,28.8,10,240,16,84,28.8
2019-06-20T13:00:00,,,0.01,61,29.85,41,28.79,9.94,240,16,84,28.79
2019-06-20T13:52:00,T,|RA |RA,,61,29.84,CT:04 37 BKN:07 50,28.78,10,270,14,84,28.78
2019-06-20T14:52:00,T,,,55,29.83,FEW:02 40 FEW:02 120 CT:04 250,28.77,10,290,20,87,28.77
2019-06-20T15:52:00,0,,0.04,55,29.82,FEW:02 45 FEW:02 70 CT:04 250,28.76,10,270,18,85,28.76
2019-06-20T16:52:00,0,,,51,29.83,CT:04 45 CT:04 250,28.77,10,270,13,86,28.77
2019-06-20T17:52:00,0,,,51,29.82,FEW:02 45 FEW:02 250,28.76,10,290,18,86,28.76
2019-06-20T18:52:00,0,,0,55,29.82,FEW:02 45 FEW:02 250,28.76,10,270,9,83,28.76
2019-06-20T19:00:00,,,0,55,29.82,41,28.75,9.94,270,9,83,28.75
2019-06-20T19:52:00,0,,,60,29.83,FEW:02 45 FEW:02 250,28.77,10,270,9,80,28.77
2019-06-20T20:52:00,0,,,62,29.86,FEW:02 45 CT:04 250,28.81,10,260,6,79,28.81
2019-06-20T21:52:00,0,,-0.09,64,29.91,BKN:07 250,28.84,10,230,7,78,28.84
2019-06-20T22:52:00,0,,,66,29.93,BKN:07 250,28.87,10,240,7,77,28.87
2019-06-20T23:52:00,0,,,74,29.94,BKN:07 250,28.87,10,250,5,75,28.87
2019-06-20T23:59:00,,,,,,,,,,,,
2019-06-21T00:52:00,0,,-0.02,72,29.93,CT:04 200 CT:04 250,28.87,10,270,9,76,28.87
2019-06-21T01:00:00,,,0.02,72,29.93,,28.87,9.94,270,9,76,28.87
2019-06-21T01:52:00,0,,,76,29.93,FEW:02 200 CT:04 250,28.87,10,290,8,74,28.87
2019-06-21T02:52:00,0,,,79,29.92,CT:04 250,28.87,10,290,8,73,28.87
2019-06-21T03:52:00,0,,0.01,82,29.93,FEW:02 250,28.87,10,280,6,72,28.87
2019-06-21T04:52:00,0,,,87,29.94,FEW:02 250,28.87,10,270,6,70,28.87
2019-06-21T05:52:00,0,,,81,29.96,FEW:02 200,28.9,10,270,6,71,28.9
2019-06-21T06:52:00,0,,-0.06,76,29.98,FEW:02 200,28.92,10,280,7,74,28.92
2019-06-21T07:00:00,,,-0.06,76,29.98,,28.92,9.94,280,7,74,28.92
2019-06-21T07:52:00,0,,,74,30,FEW:02 200 FEW:02 250,28.93,10,300,8,76,28.93
2019-06-21T08:52:00,0,,,67,30.02,FEW:02 22 FEW:02 250,28.96,10,300,10,80,28.96
2019-06-21T09:52:00,0,,-0.04,60,30.03,CT:04 30 CT:04 250,28.96,10,290,10,82,28.96
2019-06-21T10:52:00,0,,,57,30.03,CT:04 34 CT:04 250,28.97,10,300,8,84,28.97
2019-06-21T11:52:00,0,,,53,30.03,CT:04 37 CT:04 250,28.96,10,290,13,87,28.96
2019-06-21T12:52:00,0,,0.01,53,30.01,FEW:02 45 FEW:02 250,28.95,10,260,8,87,28.95
2019-06-21T13:00:00,,,0.01,53,30.01,41,28.95,9.94,260,8,87,28.95
2019-06-21T13:52:00,0,,,50,30.01,FEW:02 50 FEW:02 250,28.95,10,270,10,89,28.95
2019-06-21T14:52:00,0,,,48,30.01,FEW:02 55 FEW:02 250,28.95,10,250,11,90,28.95
2019-06-21T15:52:00,0,,0.01,47,30,FEW:02 50 FEW:02 250,28.94,10,290,11,91,28.94
2019-06-21T16:52:00,0,,,47,30,CT:04 50 CT:04 250,28.93,10,290,13,91,28.93
2019-06-21T17:52:00,0,,,52,29.98,FEW:02 50 CT:04 250,28.92,10,280,9,89,28.92
2019-06-21T18:52:00,0,,0.02,55,29.98,FEW:02 50 CT:04 250,28.92,10,280,7,88,28.92
2019-06-21T19:00:00,,,0.02,55,29.98,57,28.92,9.94,280,7,88,28.92
2019-06-21T19:52:00,0,,,59,29.98,CT:04 50 CT:04 250,28.92,10,230,3,86,28.92
2019-06-21T20:52:00,0,,,67,29.99,FEW:02 50 CT:04 250,28.92,10,200,5,84,28.92
2019-06-21T21:52:00,0,,-0.01,72,30,CT:04 250,28.93,10,220,5,83,28.93
2019-06-21T22:52:00,0,,,74,30.01,CT:04 250,28.95,10,230,7,82,28.95
2019-06-21T23:52:00,0,,,74,30.01,FEW:02 150 CT:04 250,28.94,10,230,8,82,28.94
2019-06-21T23:59:00,,,,,,,,,,,,
2019-06-22T00:52:00,0,,-0.04,82,30.03,CT:04 45 CT:04 150 CT:04 250,28.97,10,280,11,80,28.97
2019-06-22T01:00:00,,,-0.04,82,30.03,41,28.96,9.94,280,11,80,28.96
2019-06-22T01:15:00,,,,64,,FEW:02 12 CT:04 22 BKN:07 38,28.99,10,350,22,80,28.99
2019-06-22T01:26:00,,||RA,,60,,FEW:02 20 CT:04 43,28.99,10,350,23,78,28.99
2019-06-22T01:34:00,,|T |,,58,,,,10,340,18,78,
2019-06-22T01:52:00,T,|T |RA,,60,30.03,FEW:02 20 CT:04 55,28.97,10,360,15,77,28.97
2019-06-22T02:11:00,,,,60,,FEW:02 20 FEW:02 50 CT:04 95,28.97,10,10,10,77,28.97
2019-06-22T02:52:00,0,,,64,30.02,FEW:02 20 FEW:02 50 CT:04 95,28.95,10,70,9,75,28.95
2019-06-22T03:52:00,0,,0.01,71,30.02,FEW:02 100 FEW:02 200 BKN:07 250,28.96,10,200,5,73,28.96
2019-06-22T04:52:00,0,,,76,30.01,FEW:02 90 CT:04 250,28.94,10,190,6,72,28.94
2019-06-22T05:52:00,0,,,79,30.02,FEW:02 100 FEW:02 150 CT:04 200,28.95,10,200,3,71,28.95
2019-06-22T06:52:00,0,,-0.02,74,30.05,FEW:02 150 CT:04 200 CT:04 250,28.98,10,200,8,74,28.98
2019-06-22T07:00:00,,,-0.02,74,30.05,,28.97,9.94,200,8,74,28.97
2019-06-22T07:52:00,0,,,69,30.05,FEW:02 120 CT:04 150 CT:04 200,28.98,10,210,9,78,28.98
2019-06-22T08:52:00,0,,,64,30.08,CT:04 150 CT:04 190 BKN:07 250,29.01,10,260,6,80,29.01
2019-06-22T09:52:00,0,,-0.04,67,30.08,CT:04 20 BKN:07 170 BKN:07 200,29.02,10,280,10,83,29.02
2019-06-22T10:52:00,0,,,68,30.1,CT:04 20 BKN:07 170 BKN:07 200,29.04,10,280,14,85,29.04
2019-06-22T11:52:00,0,,,61,30.08,CT:04 28 CT:04 36 BKN:07 47,29.02,10,280,10,87,29.02
2019-06-22T12:52:00,0,,0.02,55,30.06,CT:04 39 CT:04 48 BKN:07 170,29,10,260,14,89,29
2019-06-22T13:00:00,,,0.02,55,30.06,41,28.99,9.94,260,14,89,28.99
2019-06-22T13:52:00,0,,,52,30.04,CT:04 42 BKN:07 200 BKN:07 250,28.97,10,270,16,90,28.97
2019-06-22T14:52:00,0,|T |RA,,49,30.04,CT:04 44 CT:04 55,28.98,10,300,14,91,28.98
2019-06-22T15:08:00,T,|T |RA,,53,,FEW:02 20 BKN:07 45 BKN:07 80,29.01,10,340,21,82,29.01
2019-06-22T15:28:00,T,|RA |RA,,66,,CT:04 45 CT:04 80 BKN:07 100,28.97,10,340,10,81,28.97
2019-06-22T15:52:00,T,,0.05,69,30.02,FEW:02 45 FEW:02 80,28.95,10,320,3,81,28.95
2019-06-22T16:52:00,0,,,57,30.01,FEW:02 36 FEW:02 110 BKN:07 200,28.94,10,280,9,87,28.94
2019-06-22T17:52:00,0,,,55,30.03,FEW:02 38 FEW:02 120 BKN:07 200,28.96,10,270,7,89,28.96
2019-06-22T18:16:00,,||RA,,59,,FEW:02 38 CT:04 110,28.96,10,280,7,86,28.96
2019-06-22T18:23:00,,|T |RA,,59,,CT:04 42 BKN:07 110,28.96,10,240,7,86,28.96
2019-06-22T18:32:00,,T:7 RA:02 ||RA,,74,,FEW:02 22 BKN:07 40 BKN:07 100,28.99,1.5,260,15,79,28.99
2019-06-22T18:50:00,,T:7 RA:02 ||RA,,78,,FEW:02 16 BKN:07 40 BKN:07 100,29.01,3,210,9,72,29.01
2019-06-22T18:52:00,0.89,T:7 RA:02 ||RA,-0.06,78,30.08,FEW:02 16 BKN:07 40 BKN:07 100,29.01,3,200,8,72,29.01
2019-06-22T19:06:00,0.02,|T |RA,,79,,FEW:02 22 CT:04 42,28.99,8,200,3,73,28.99
2019-06-22T19:33:00,0.02,||RA,,74,,FEW:02 50 CT:04 110,28.99,10,290,8,75,28.99
2019-06-22T19:49:00,0.02,,,78,,FEW:02 55 CT:04 110 BKN:07 200,28.98,10,240,7,73,28.98
2019-06-22T19:52:00,0.01,,,76,30.05,FEW:02 55 CT:04 110 BKN:07 200,28.98,10,230,5,74,28.98
2019-06-22T20:52:00,0,,,84,30.06,FEW:02 55 BKN:07 120 BKN:07 200,28.99,10,240,3,73,28.99
2019-06-22T21:52:00,0,,-0.03,79,30.07,BKN:07 120 BKN:07 200 BKN:07 250,29,10,270,8,72,29
2019-06-22T22:52:00,0,,,69,30.06,FEW:02 140 BKN:07 200 BKN:07 250,28.99,10,250,6,73,28.99
2019-06-22T23:52:00,0,,,79,30.01,FEW:02 140 BKN:07 200 BKN:07 250,28.94,10,150,5,71,28.94
2019-06-22T23:59:00,,,,,,,,,,,,
2019-06-23T00:52:00,0,,0.07,82,30,FEW:02 140 CT:04 200 CT:04 250,28.93,10,180,5,70,28.93
2019-06-23T01:00:00,,,0.07,82,30,,28.92,9.94,180,5,70,28.92
2019-06-23T01:52:00,0,,,81,30.03,FEW:02 140 CT:04 200 CT:04 250,28.97,10,250,7,69,28.97
2019-06-23T02:52:00,0,,,84,30.03,FEW:02 120 CT:04 200 BKN:07 250,28.96,10,250,7,68,28.96
2019-06-23T03:52:00,0,,-0.04,84,30.04,CT:04 120 BKN:07 250,28.97,10,260,10,69,28.97
2019-06-23T04:52:00,0,,,82,30.04,FEW:02 120 BKN:07 250,28.97,10,260,8,70,28.97
2019-06-23T05:52:00,0,,,82,30.06,FEW:02 50 CT:04 100 BKN:07 200,28.99,10,290,7,70,28.99
2019-06-23T06:52:00,0,,-0.03,81,30.07,FEW:02 50 FEW:02 100 CT:04 200,29,10,270,3,71,29
2019-06-23T07:00:00,,,-0.03,81,30.07,57,28.99,9.94,270,3,71,28.99
2019-06-23T07:52:00,0,,,74,30.09,FEW:02 50 FEW:02 150 CT:04 200,29.01,10,310,5,74,29.01
2019-06-23T08:52:00,0,,,69,30.1,FEW:02 50 FEW:02 80 CT:04 180,29.02,10,260,6,78,29.02
2019-06-23T09:52:00,0,,-0.02,67,30.09,CT:04 50 CT:04 80 CT:04 180,29.02,10,280,11,81,29.02
2019-06-23T10:52:00,0,,,65,30.08,FEW:02 25 CT:04 40 CT:04 110,29.01,10,290,7,84,29.01
2019-06-23T11:52:00,0,,,65,30.06,FEW:02 25 CT:04 130 CT:04 190,29,10,300,5,86,29
2019-06-23T12:52:00,0,,0.04,57,30.04,CT:04 31 CT:04 120,28.98,10,280,8,88,28.98
2019-06-23T13:00:00,,,0.04,57,30.04,26,28.97,9.94,280,8,88,28.97
2019-06-23T13:50:00,,T:7 |T |,,55,,FEW:02 34,28.95,10,270,9,90,28.95
2019-06-23T13:52:00,0,,,55,30.01,CT:04 34 CT:04 130,28.95,10,250,10,89,28.95
2019-06-23T14:01:00,,|T |,,57,,CT:04 34 CT:04 130,28.95,10,240,10,87,28.95
2019-06-23T14:25:00,T,-T:7 RA:02 |T |,,65,,FEW:02 20 BKN:07 35 BKN:07 130,28.96,10,10,17,83,28.96
2019-06-23T14:40:00,T,T:7 -RA:02 BR:1 |RA T |RA,,65,,CT:04 25 OVC:08 32,29,3,320,25,79,29
2019-06-23T14:42:00,T,T:7 +RA:02 BR:1 | RA  T  |RA ,,74,,FEW:02 10 BKN:07 32 OVC:08 39,29.01,0,350,28,77,29.01
2019-06-23T14:46:00,0.02,T:7 +RA:02 FG:2 |FG RA T |RA,,74,,CT:04 10 BKN:07 30 OVC:08 40,29,0,40,41,73,29
2019-06-23T14:52:00,0.08,T:7 RA:02 BR:1 |T |RA,,74,30.06,FEW:02 10 BKN:07 28 BKN:07 130,28.98,1,30,10,73,28.98
2019-06-23T15:03:00,T,T:7 |T |RA,,76,,FEW:02 15 BKN:07 30 BKN:07 100,28.97,10,90,6,73,28.97
2019-06-23T15:43:00,T,,,72,,FEW:02 15 CT:04 30 BKN:07 100,28.96,10,0,0,76,28.96
2019-06-23T15:52:00,T,,0.02,74,30.03,FEW:02 15 CT:04 30 CT:04 100,28.95,10,0,0,76,28.95
2019-06-23T16:52:00,0,,,69,30.01,FEW:02 30 FEW:02 100 BKN:07 200,28.93,10,140,5,80,28.93
2019-06-23T17:52:00,0,,,65,29.99,FEW:02 32 FEW:02 120 BKN:07 200,28.92,10,160,3,83,28.92
2019-06-23T18:52:00,0,,0.04,65,29.98,FEW:02 110 BKN:07 200 BKN:07 250,28.92,10,200,7,83,28.92
2019-06-23T19:00:00,,,0.04,65,29.98,,28.92,9.94,200,7,83,28.92
2019-06-23T19:52:00,0,,,72,29.98,FEW:02 140 CT:04 200 BKN:07 250,28.92,10,180,7,82,28.92
2019-06-23T20:52:00,0,,,79,29.98,FEW:02 140 CT:04 200 BKN:07 250,28.91,10,190,5,79,28.91
2019-06-23T21:52:00,0,,-0.01,82,29.99,FEW:02 140 FEW:02 200 CT:04 250,28.92,10,190,7,79,28.92
2019-06-23T22:52:00,0,,,88,30,FEW:02 200 CT:04 250,28.93,10,190,8,77,28.93
2019-06-23T23:52:00,0,,,84,29.97,FEW:02 250,28.91,10,190,7,75,28.91
2019-06-23T23:59:00,,,,,,,,,,,,
2019-06-24T00:52:00,0,,0.02,85,29.97,FEW:02 250,28.9,10,0,0,74,28.9
2019-06-24T01:00:00,,,0.02,85,29.97,,28.9,9.94,0,0,74,28.9
2019-06-24T01:52:00,0,,,84,29.96,FEW:02 200,28.9,10,0,0,73,28.9
2019-06-24T02:52:00,0,,,87,29.96,CLR:00,28.88,10,0,0,72,28.88
2019-06-24T03:52:00,0,,0.03,87,29.94,FEW:02 250,28.87,10,190,3,72,28.87
2019-06-24T04:52:00,0,,,87,29.95,FEW:02 250,28.88,10,210,6,72,28.88
2019-06-24T05:52:00,0,,,91,29.96,FEW:02 200 FEW:02 250,28.89,8,210,7,72,28.89
2019-06-24T06:47:00,,,,89,,FEW:02 7 CT:04 250,28.9,8,230,8,73,28.9
2019-06-24T06:52:00,0,,-0.03,88,29.97,FEW:02 8 CT:04 250,28.9,8,230,8,74,28.9
2019-06-24T07:00:00,,,-0.03,88,29.97,8,28.9,7.46,230,8,74,28.9
2019-06-24T07:18:00,,,,88,,BKN:07 13,28.91,8,220,7,75,28.91
2019-06-24T07:38:00,,,,82,,CT:04 14 CT:04 250,28.91,9,250,9,77,28.91
2019-06-24T07:52:00,0,,,82,29.98,BKN:07 14 BKN:07 250,28.91,9,240,9,77,28.91
2019-06-24T08:18:00,,,,82,,CT:04 13 CT:04 250,28.92,10,240,13,78,28.92
2019-06-24T08:50:00,,,,74,,BKN:07 20 BKN:07 30 BKN:07 250,28.91,10,230,9,81,28.91
2019-06-24T08:52:00,0,,,76,29.98,BKN:07 20 BKN:07 30 BKN:07 250,28.91,10,250,10,80,28.91
2019-06-24T09:50:00,,,,70,,FEW:02 20 CT:04 30 BKN:07 250,28.92,10,240,15,82,28.92
2019-06-24T09:52:00,0,,-0.01,69,29.98,FEW:02 20 CT:04 30 BKN:07 250,28.92,10,250,15,82,28.92
2019-06-24T10:52:00,0,,,67,29.97,CT:04 40 BKN:07 50 OVC:08 250,28.9,10,220,14,82,28.9
2019-06-24T11:52:00,0,,,63,29.94,FEW:02 35 CT:04 45 BKN:07 250,28.87,10,220,16,85,28.87
2019-06-24T12:52:00,0,,0.06,59,29.93,CT:04 37 CT:04 47 BKN:07 250,28.87,10,220,13,86,28.87
2019-06-24T13:00:00,,,0.06,59,29.93,41,28.86,9.94,220,13,86,28.86
2019-06-24T13:52:00,0,,,61,29.91,CT:04 37 BKN:07 47 BKN:07 250,28.84,10,210,13,86,28.84
2019-06-24T14:52:00,0,,,57,29.89,BKN:07 40 BKN:07 60 BKN:07 250,28.84,10,240,16,88,28.84
2019-06-24T15:52:00,0,,0.05,57,29.87,FEW:02 42 CT:04 65 BKN:07 200,28.82,10,220,14,88,28.82
2019-06-24T16:52:00,0,,,59,29.87,FEW:02 40 FEW:02 65 BKN:07 200,28.81,10,230,11,88,28.81
2019-06-24T17:50:00,,VCT:7 ||RA,,59,,FEW:02 22 CT:04 40 CT:04 100,28.84,10,250,11,86,28.84
2019-06-24T17:52:00,0,VCT:7 ||RA,,57,29.9,FEW:02 22 CT:04 40 CT:04 100,28.84,10,260,9,86,28.84
2019-06-24T17:58:00,,T:7 Q:2 |Q T |RA,,61,,CT:04 18 BKN:07 40 BKN:07 100,28.87,8,300,38,84,28.87
2019-06-24T18:05:00,T,T:7 +RA:02 Q:2 |Q RA T |RA,,69,,CT:04 18 BKN:07 40 OVC:08 100,28.9,2,290,34,77,28.9
2019-06-24T18:08:00,T,T:7 +RA:02 |RA T T |RA,,82,,CT:04 18 BKN:07 40 OVC:08 100,28.91,0.75,290,32,74,28.91
2019-06-24T18:15:00,0.13,+T:7 RA:02 BR:1 |RA T T |RA,,87,,FEW:02 14 BKN:07 38 OVC:08 100,28.91,0.75,270,17,72,28.91
2019-06-24T18:20:00,0.19,T:7 +RA:02 BR:1 |RA T |RA,,87,,FEW:02 14 BKN:07 38 OVC:08 100,28.9,2,280,15,71s,28.9
2019-06-24T18:30:00,0.25,|T |RA,,87,,FEW:02 10 CT:04 38,28.88,4,250,5,71s,28.88
2019-06-24T18:52:00,0.27,|T |RA,-0.07,87,29.95,CT:04 38 CT:04 70,28.88,9,250,3,71s,28.88
2019-06-24T19:00:00,,,-0.07,87,29.95,41,28.88,8.7,250,3,71,28.88
2019-06-24T19:17:00,T,-T:7 RA:02 |T |RA,,87,,FEW:02 8 CT:04 40 CT:04 100,28.88,10,210,13,72,28.88
2019-06-24T19:26:00,T,|RA |RA,,87,,FEW:02 40 FEW:02 75 CT:04 120,28.87,10,210,9,72,28.87
2019-06-24T19:52:00,T,|RA |RA,,90,29.93,FEW:02 75 FEW:02 110 BKN:07 180,28.87,10,240,6,71,28.87
